filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,156,0,0
10__M_Left_index_finger.png,156,0,0
10__M_Left_index_finger.png,156,0,0
10__M_Left_index_finger.png,156,0,0
10__M_Left_index_finger.png,155,0,0
10__M_Left_index_finger.png,142,7,0
10__M_Left_index_finger.png,102,22,2
10__M_Left_index_finger.png,156,0,0
10__M_Left_index_finger.png,141,10,0
10__M_Left_index_finger.png,111,18,0
10__M_Left_index_finger.png,106,19,0
10__M_Left_index_finger.png,95,27,1
10__M_Left_index_finger.png,107,18,1
10__M_Left_index_finger.png,59,32,4
10__M_Left_index_finger.png,146,5,1
10__M_Left_index_finger.png,99,33,0
10__M_Left_index_finger.png,67,31,0
10__M_Left_index_finger.png,36,47,0
10__M_Left_index_finger.png,26,38,2
10__M_Left_index_finger.png,43,13,1
10__M_Left_index_finger.png,35,22,1
10__M_Left_index_finger.png,127,18,1
10__M_Left_index_finger.png,81,36,0
10__M_Left_index_finger.png,33,53,5
10__M_Left_index_finger.png,26,45,4
10__M_Left_index_finger.png,29,22,3
10__M_Left_index_finger.png,35,20,3
10__M_Left_index_finger.png,18,17,2
10__M_Left_index_finger.png,131,14,0
10__M_Left_index_finger.png,72,47,1
10__M_Left_index_finger.png,53,41,7
10__M_Left_index_finger.png,33,44,3
10__M_Left_index_finger.png,21,25,0
10__M_Left_index_finger.png,26,19,0
10__M_Left_index_finger.png,23,15,1
10__M_Left_index_finger.png,146,3,0
10__M_Left_index_finger.png,78,44,3
10__M_Left_index_finger.png,58,48,3
10__M_Left_index_finger.png,24,53,4
10__M_Left_index_finger.png,27,33,2
10__M_Left_index_finger.png,26,27,2
10__M_Left_index_finger.png,23,17,1
10__M_Left_index_finger.png,151,3,0
10__M_Left_index_finger.png,106,26,2
10__M_Left_index_finger.png,48,56,2
10__M_Left_index_finger.png,28,55,4
10__M_Left_index_finger.png,25,45,0
10__M_Left_index_finger.png,36,24,2
10__M_Left_index_finger.png,30,25,4
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,152,3,0
10__M_Left_little_finger.png,136,10,1
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,136,12,0
10__M_Left_little_finger.png,107,24,2
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,149,5,0
10__M_Left_little_finger.png,64,30,2
10__M_Left_little_finger.png,16,32,1
10__M_Left_little_finger.png,26,20,1
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,150,4,0
10__M_Left_little_finger.png,98,30,0
10__M_Left_little_finger.png,39,53,5
10__M_Left_little_finger.png,15,30,1
10__M_Left_little_finger.png,24,12,2
10__M_Left_little_finger.png,21,14,1
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,106,22,0
10__M_Left_little_finger.png,39,56,1
10__M_Left_little_finger.png,19,47,5
10__M_Left_little_finger.png,30,16,3
10__M_Left_little_finger.png,22,23,2
10__M_Left_little_finger.png,28,13,1
10__M_Left_little_finger.png,154,1,0
10__M_Left_little_finger.png,112,24,0
10__M_Left_little_finger.png,45,48,3
10__M_Left_little_finger.png,38,29,3
10__M_Left_little_finger.png,24,28,4
10__M_Left_little_finger.png,30,19,3
10__M_Left_little_finger.png,46,20,3
10__M_Left_little_finger.png,156,0,0
10__M_Left_little_finger.png,120,22,0
10__M_Left_little_finger.png,48,51,1
10__M_Left_little_finger.png,21,49,1
10__M_Left_little_finger.png,21,23,1
10__M_Left_little_finger.png,20,38,2
10__M_Left_little_finger.png,26,26,1
10__M_Left_middle_finger.png,156,0,0
10__M_Left_middle_finger.png,142,8,0
10__M_Left_middle_finger.png,90,20,0
10__M_Left_middle_finger.png,32,47,0
10__M_Left_middle_finger.png,18,52,0
10__M_Left_middle_finger.png,28,24,3
10__M_Left_middle_finger.png,26,16,2
10__M_Left_middle_finger.png,156,0,0
10__M_Left_middle_finger.png,103,28,0
10__M_Left_middle_finger.png,38,49,7
10__M_Left_middle_finger.png,23,46,1
10__M_Left_middle_finger.png,15,40,1
10__M_Left_middle_finger.png,28,13,0
10__M_Left_middle_finger.png,14,9,0
10__M_Left_middle_finger.png,124,14,0
10__M_Left_middle_finger.png,65,40,0
10__M_Left_middle_finger.png,61,26,0
10__M_Left_middle_finger.png,18,33,1
10__M_Left_middle_finger.png,18,19,1
10__M_Left_middle_finger.png,13,12,0
10__M_Left_middle_finger.png,18,14,0
10__M_Left_middle_finger.png,117,20,1
10__M_Left_middle_finger.png,74,35,0
10__M_Left_middle_finger.png,34,39,0
10__M_Left_middle_finger.png,29,28,3
10__M_Left_middle_finger.png,19,32,2
10__M_Left_middle_finger.png,22,14,1
10__M_Left_middle_finger.png,14,4,0
10__M_Left_middle_finger.png,136,9,0
10__M_Left_middle_finger.png,80,29,2
10__M_Left_middle_finger.png,42,47,2
10__M_Left_middle_finger.png,18,43,2
10__M_Left_middle_finger.png,15,42,2
10__M_Left_middle_finger.png,25,20,1
10__M_Left_middle_finger.png,14,15,2
10__M_Left_middle_finger.png,147,5,0
10__M_Left_middle_finger.png,47,53,1
10__M_Left_middle_finger.png,43,47,1
10__M_Left_middle_finger.png,30,36,5
10__M_Left_middle_finger.png,20,31,4
10__M_Left_middle_finger.png,19,26,2
10__M_Left_middle_finger.png,20,16,0
10__M_Left_middle_finger.png,156,0,0
10__M_Left_middle_finger.png,119,16,0
10__M_Left_middle_finger.png,66,37,0
10__M_Left_middle_finger.png,46,37,0
10__M_Left_middle_finger.png,42,35,0
10__M_Left_middle_finger.png,27,29,1
10__M_Left_middle_finger.png,31,17,1
10__M_Left_ring_finger.png,156,0,0
