filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,112,3,0
10__M_Left_index_finger.png,92,11,0
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,119,1,0
10__M_Left_index_finger.png,107,4,0
10__M_Left_index_finger.png,94,11,0
10__M_Left_index_finger.png,89,11,0
10__M_Left_index_finger.png,85,17,1
10__M_Left_index_finger.png,99,9,0
10__M_Left_index_finger.png,53,30,3
10__M_Left_index_finger.png,120,0,0
10__M_Left_index_finger.png,82,23,0
10__M_Left_index_finger.png,63,30,0
10__M_Left_index_finger.png,36,30,3
10__M_Left_index_finger.png,27,36,1
10__M_Left_index_finger.png,18,35,1
10__M_Left_index_finger.png,35,14,3
10__M_Left_index_finger.png,33,15,0
10__M_Left_index_finger.png,111,6,0
10__M_Left_index_finger.png,70,30,0
10__M_Left_index_finger.png,32,36,6
10__M_Left_index_finger.png,30,32,1
10__M_Left_index_finger.png,17,28,1
10__M_Left_index_finger.png,24,15,4
10__M_Left_index_finger.png,31,10,1
10__M_Left_index_finger.png,23,16,1
10__M_Left_index_finger.png,112,3,0
10__M_Left_index_finger.png,67,32,0
10__M_Left_index_finger.png,37,41,5
10__M_Left_index_finger.png,28,38,2
10__M_Left_index_finger.png,17,34,2
10__M_Left_index_finger.png,18,13,1
10__M_Left_index_finger.png,18,21,3
10__M_Left_index_finger.png,16,5,1
10__M_Left_index_finger.png,115,1,0
10__M_Left_index_finger.png,78,19,1
10__M_Left_index_finger.png,78,20,0
10__M_Left_index_finger.png,13,43,11
10__M_Left_index_finger.png,18,35,6
10__M_Left_index_finger.png,22,19,0
10__M_Left_index_finger.png,16,16,1
10__M_Left_index_finger.png,17,21,0
10__M_Left_index_finger.png,108,9,0
10__M_Left_index_finger.png,77,27,1
10__M_Left_index_finger.png,54,34,1
10__M_Left_index_finger.png,34,41,2
10__M_Left_index_finger.png,27,31,1
10__M_Left_index_finger.png,19,35,1
10__M_Left_index_finger.png,21,18,2
10__M_Left_index_finger.png,20,19,3
10__M_Left_index_finger.png,121,0,0
10__M_Left_index_finger.png,95,15,0
10__M_Left_index_finger.png,71,24,0
10__M_Left_index_finger.png,23,43,3
10__M_Left_index_finger.png,19,41,1
10__M_Left_index_finger.png,21,30,0
10__M_Left_index_finger.png,26,24,0
10__M_Left_index_finger.png,26,26,2
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,115,5,0
10__M_Left_little_finger.png,114,3,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,120,0,0
10__M_Left_little_finger.png,103,11,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,118,1,0
10__M_Left_little_finger.png,60,19,1
10__M_Left_little_finger.png,19,29,1
10__M_Left_little_finger.png,24,28,2
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,115,3,0
10__M_Left_little_finger.png,74,23,2
10__M_Left_little_finger.png,34,44,6
10__M_Left_little_finger.png,15,19,0
10__M_Left_little_finger.png,18,12,2
10__M_Left_little_finger.png,16,4,2
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,111,1,0
10__M_Left_little_finger.png,55,30,0
10__M_Left_little_finger.png,24,39,4
10__M_Left_little_finger.png,14,30,4
10__M_Left_little_finger.png,19,16,0
10__M_Left_little_finger.png,20,8,1
10__M_Left_little_finger.png,13,18,0
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,88,19,0
10__M_Left_little_finger.png,51,31,1
10__M_Left_little_finger.png,39,27,1
10__M_Left_little_finger.png,24,25,6
10__M_Left_little_finger.png,22,21,3
10__M_Left_little_finger.png,20,20,2
10__M_Left_little_finger.png,23,13,3
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,104,8,1
10__M_Left_little_finger.png,56,30,3
10__M_Left_little_finger.png,31,33,3
10__M_Left_little_finger.png,22,26,0
10__M_Left_little_finger.png,13,19,1
10__M_Left_little_finger.png,23,18,1
10__M_Left_little_finger.png,33,21,1
10__M_Left_little_finger.png,121,0,0
10__M_Left_little_finger.png,117,2,0
10__M_Left_little_finger.png,43,40,1
10__M_Left_little_finger.png,36,28,1
10__M_Left_little_finger.png,19,32,3
10__M_Left_little_finger.png,20,22,1
10__M_Left_little_finger.png,15,29,2
10__M_Left_little_finger.png,25,22,1
10__M_Left_middle_finger.png,121,0,0
10__M_Left_middle_finger.png,118,1,0
10__M_Left_middle_finger.png,91,10,0
10__M_Left_middle_finger.png,48,22,0
10__M_Left_middle_finger.png,22,34,0
10__M_Left_middle_finger.png,13,41,0
10__M_Left_middle_finger.png,23,19,2
10__M_Left_middle_finger.png,18,14,0
10__M_Left_middle_finger.png,121,0,0
10__M_Left_middle_finger.png,93,16,0
10__M_Left_middle_finger.png,61,25,0
10__M_Left_middle_finger.png,28,31,3
10__M_Left_middle_finger.png,15,37,1
10__M_Left_middle_finger.png,16,26,1
10__M_Left_middle_finger.png,23,14,0
10__M_Left_middle_finger.png,14,10,0
10__M_Left_middle_finger.png,101,11,1
10__M_Left_middle_finger.png,62,26,0
10__M_Left_middle_finger.png,52,23,1
10__M_Left_middle_finger.png,42,15,1
10__M_Left_middle_finger.png,10,26,0
10__M_Left_middle_finger.png,13,17,0
10__M_Left_middle_finger.png,11,11,0
10__M_Left_middle_finger.png,17,11,0
10__M_Left_middle_finger.png,97,13,0
10__M_Left_middle_finger.png,63,20,1
10__M_Left_middle_finger.png,32,33,0
10__M_Left_middle_finger.png,33,21,0
10__M_Left_middle_finger.png,15,27,2
10__M_Left_middle_finger.png,18,17,2
10__M_Left_middle_finger.png,11,8,0
10__M_Left_middle_finger.png,13,3,0
10__M_Left_middle_finger.png,114,2,0
10__M_Left_middle_finger.png,57,28,1
10__M_Left_middle_finger.png,33,40,1
10__M_Left_middle_finger.png,25,26,2
10__M_Left_middle_finger.png,17,27,0
10__M_Left_middle_finger.png,22,22,2
10__M_Left_middle_finger.png,15,10,1
10__M_Left_middle_finger.png,13,6,0
10__M_Left_middle_finger.png,114,5,0
10__M_Left_middle_finger.png,58,25,2
10__M_Left_middle_finger.png,41,34,2
10__M_Left_middle_finger.png,13,43,0
10__M_Left_middle_finger.png,10,34,2
10__M_Left_middle_finger.png,14,24,3
10__M_Left_middle_finger.png,24,17,0
10__M_Left_middle_finger.png,16,10,3
10__M_Left_middle_finger.png,121,0,0
10__M_Left_middle_finger.png,68,27,0
10__M_Left_middle_finger.png,61,20,0
10__M_Left_middle_finger.png,42,29,0
10__M_Left_middle_finger.png,32,22,2
10__M_Left_middle_finger.png,22,25,1
10__M_Left_middle_finger.png,13,25,2
10__M_Left_middle_finger.png,20,15,0
10__M_Left_middle_finger.png,121,0,0
10__M_Left_middle_finger.png,113,4,0
10__M_Left_middle_finger.png,77,21,0
10__M_Left_middle_finger.png,57,21,0
10__M_Left_middle_finger.png,32,33,2
10__M_Left_middle_finger.png,32,27,0
10__M_Left_middle_finger.png,26,20,0
10__M_Left_middle_finger.png,24,19,0
10__M_Left_ring_finger.png,121,0,0
10__M_Left_ring_finger.png,121,0,0
10__M_Left_ring_finger.png,121,0,0
10__M_Left_ring_finger.png,102,7,0
10__M_Left_ring_finger.png,84,4,0
10__M_Left_ring_finger.png,64,20,0
10__M_Left_ring_finger.png,69,26,0
10__M_Left_ring_finger.png,77,19,1
10__M_Left_ring_finger.png,121,0,0
10__M_Left_ring_finger.png,109,7,0
10__M_Left_ring_finger.png,81,18,0
10__M_Left_ring_finger.png,37,24,2
10__M_Left_ring_finger.png,19,28,4
10__M_Left_ring_finger.png,22,30,1
10__M_Left_ring_finger.png,16,27,4
10__M_Left_ring_finger.png,22,27,3
10__M_Left_ring_finger.png,121,0,0
10__M_Left_ring_finger.png,76,24,1
10__M_Left_ring_finger.png,35,31,2
10__M_Left_ring_finger.png,38,22,1
10__M_Left_ring_finger.png,22,21,2
10__M_Left_ring_finger.png,19,13,0
10__M_Left_ring_finger.png,14,9,0
10__M_Left_ring_finger.png,17,17,1
10__M_Left_ring_finger.png,119,0,0
