filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,225,0,0
10__M_Left_index_finger.png,225,0,0
10__M_Left_index_finger.png,225,0,0
10__M_Left_index_finger.png,224,0,0
10__M_Left_index_finger.png,210,8,0
10__M_Left_index_finger.png,147,33,4
10__M_Left_index_finger.png,211,6,1
10__M_Left_index_finger.png,162,33,0
10__M_Left_index_finger.png,112,45,4
10__M_Left_index_finger.png,84,59,1
10__M_Left_index_finger.png,100,33,3
10__M_Left_index_finger.png,71,50,1
10__M_Left_index_finger.png,196,17,1
10__M_Left_index_finger.png,93,67,3
10__M_Left_index_finger.png,62,62,2
10__M_Left_index_finger.png,35,50,5
10__M_Left_index_finger.png,49,29,3
10__M_Left_index_finger.png,40,27,2
10__M_Left_index_finger.png,183,23,0
10__M_Left_index_finger.png,110,58,4
10__M_Left_index_finger.png,51,67,9
10__M_Left_index_finger.png,35,48,6
10__M_Left_index_finger.png,31,34,3
10__M_Left_index_finger.png,30,23,1
10__M_Left_index_finger.png,203,8,1
10__M_Left_index_finger.png,126,57,2
10__M_Left_index_finger.png,56,76,5
10__M_Left_index_finger.png,54,47,5
10__M_Left_index_finger.png,37,37,3
10__M_Left_index_finger.png,34,32,3
10__M_Left_index_finger.png,209,11,1
10__M_Left_index_finger.png,157,35,2
10__M_Left_index_finger.png,41,89,7
10__M_Left_index_finger.png,26,74,2
10__M_Left_index_finger.png,43,47,1
10__M_Left_index_finger.png,46,42,6
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,196,17,1
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,215,5,0
10__M_Left_little_finger.png,150,20,1
10__M_Left_little_finger.png,106,37,6
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,223,0,0
10__M_Left_little_finger.png,153,41,2
10__M_Left_little_finger.png,55,66,10
10__M_Left_little_finger.png,28,29,1
10__M_Left_little_finger.png,32,17,2
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,135,41,0
10__M_Left_little_finger.png,47,69,7
10__M_Left_little_finger.png,33,47,9
10__M_Left_little_finger.png,30,37,2
10__M_Left_little_finger.png,30,22,1
10__M_Left_little_finger.png,221,3,0
10__M_Left_little_finger.png,120,56,2
10__M_Left_little_finger.png,71,61,1
10__M_Left_little_finger.png,34,41,7
10__M_Left_little_finger.png,42,30,4
10__M_Left_little_finger.png,54,36,4
10__M_Left_little_finger.png,225,0,0
10__M_Left_little_finger.png,161,34,1
10__M_Left_little_finger.png,71,52,1
10__M_Left_little_finger.png,44,52,2
10__M_Left_little_finger.png,26,46,6
10__M_Left_little_finger.png,45,37,4
10__M_Left_middle_finger.png,225,0,0
10__M_Left_middle_finger.png,180,21,0
10__M_Left_middle_finger.png,90,46,1
10__M_Left_middle_finger.png,28,71,0
10__M_Left_middle_finger.png,35,52,4
10__M_Left_middle_finger.png,29,27,0
10__M_Left_middle_finger.png,199,12,0
10__M_Left_middle_finger.png,108,55,2
10__M_Left_middle_finger.png,61,45,3
10__M_Left_middle_finger.png,20,62,2
10__M_Left_middle_finger.png,24,28,0
10__M_Left_middle_finger.png,32,21,0
10__M_Left_middle_finger.png,169,18,0
10__M_Left_middle_finger.png,110,40,0
10__M_Left_middle_finger.png,54,44,0
10__M_Left_middle_finger.png,32,43,2
10__M_Left_middle_finger.png,23,17,3
10__M_Left_middle_finger.png,21,12,0
10__M_Left_middle_finger.png,193,11,1
10__M_Left_middle_finger.png,87,66,4
10__M_Left_middle_finger.png,40,61,4
10__M_Left_middle_finger.png,22,65,0
10__M_Left_middle_finger.png,36,28,3
10__M_Left_middle_finger.png,22,22,3
10__M_Left_middle_finger.png,208,4,0
10__M_Left_middle_finger.png,83,66,2
10__M_Left_middle_finger.png,56,62,2
10__M_Left_middle_finger.png,34,53,4
10__M_Left_middle_finger.png,29,39,3
10__M_Left_middle_finger.png,28,30,0
10__M_Left_middle_finger.png,225,0,0
10__M_Left_middle_finger.png,177,19,0
10__M_Left_middle_finger.png,114,41,0
10__M_Left_middle_finger.png,56,59,2
10__M_Left_middle_finger.png,53,36,1
10__M_Left_middle_finger.png,43,33,2
10__M_Left_ring_finger.png,225,0,0
10__M_Left_ring_finger.png,225,0,0
10__M_Left_ring_finger.png,166,18,2
10__M_Left_ring_finger.png,112,30,0
10__M_Left_ring_finger.png,104,42,4
10__M_Left_ring_finger.png,114,39,6
10__M_Left_ring_finger.png,218,5,0
10__M_Left_ring_finger.png,119,49,2
10__M_Left_ring_finger.png,58,62,1
10__M_Left_ring_finger.png,34,50,5
10__M_Left_ring_finger.png,24,45,1
10__M_Left_ring_finger.png,38,30,4
10__M_Left_ring_finger.png,191,13,0
10__M_Left_ring_finger.png,66,57,6
10__M_Left_ring_finger.png,41,38,4
10__M_Left_ring_finger.png,35,14,0
10__M_Left_ring_finger.png,30,18,2
10__M_Left_ring_finger.png,32,24,0
10__M_Left_ring_finger.png,182,22,0
10__M_Left_ring_finger.png,90,60,0
10__M_Left_ring_finger.png,40,42,1
10__M_Left_ring_finger.png,34,12,0
10__M_Left_ring_finger.png,29,25,0
10__M_Left_ring_finger.png,31,24,0
10__M_Left_ring_finger.png,192,15,0
10__M_Left_ring_finger.png,70,70,2
10__M_Left_ring_finger.png,31,55,3
10__M_Left_ring_finger.png,27,24,1
10__M_Left_ring_finger.png,21,25,0
10__M_Left_ring_finger.png,34,40,4
10__M_Left_ring_finger.png,218,5,0
10__M_Left_ring_finger.png,106,57,0
10__M_Left_ring_finger.png,59,62,2
10__M_Left_ring_finger.png,25,66,1
10__M_Left_ring_finger.png,46,41,0
10__M_Left_ring_finger.png,77,62,7
10__M_Left_thumb_finger.png,225,0,0
10__M_Left_thumb_finger.png,197,10,0
10__M_Left_thumb_finger.png,136,25,0
10__M_Left_thumb_finger.png,145,19,0
10__M_Left_thumb_finger.png,115,45,2
10__M_Left_thumb_finger.png,63,50,7
10__M_Left_thumb_finger.png,206,7,0
10__M_Left_thumb_finger.png,137,29,0
10__M_Left_thumb_finger.png,103,30,0
10__M_Left_thumb_finger.png,103,23,0
10__M_Left_thumb_finger.png,82,36,3
10__M_Left_thumb_finger.png,43,43,4
10__M_Left_thumb_finger.png,174,17,0
10__M_Left_thumb_finger.png,130,26,0
10__M_Left_thumb_finger.png,100,37,0
10__M_Left_thumb_finger.png,86,33,1
10__M_Left_thumb_finger.png,65,46,4
10__M_Left_thumb_finger.png,38,43,1
10__M_Left_thumb_finger.png,175,21,2
10__M_Left_thumb_finger.png,102,63,0
10__M_Left_thumb_finger.png,69,62,1
10__M_Left_thumb_finger.png,72,50,2
10__M_Left_thumb_finger.png,67,41,7
10__M_Left_thumb_finger.png,54,37,3
10__M_Left_thumb_finger.png,193,18,0
10__M_Left_thumb_finger.png,135,34,0
10__M_Left_thumb_finger.png,115,36,0
10__M_Left_thumb_finger.png,111,23,0
10__M_Left_thumb_finger.png,70,44,2
10__M_Left_thumb_finger.png,55,47,2
10__M_Left_thumb_finger.png,225,0,0
10__M_Left_thumb_finger.png,184,9,0
10__M_Left_thumb_finger.png,147,12,1
10__M_Left_thumb_finger.png,116,24,1
10__M_Left_thumb_finger.png,99,41,2
10__M_Left_thumb_finger.png,85,44,2
11__M_Left_index_finger.png,211,6,1
11__M_Left_index_finger.png,136,42,0
11__M_Left_index_finger.png,85,52,1
11__M_Left_index_finger.png,36,67,0
11__M_Left_index_finger.png,43,54,1
11__M_Left_index_finger.png,87,40,0
11__M_Left_index_finger.png,134,45,1
11__M_Left_index_finger.png,40,64,1
11__M_Left_index_finger.png,27,63,1
11__M_Left_index_finger.png,16,62,1
11__M_Left_index_finger.png,26,57,0
11__M_Left_index_finger.png,38,57,0
11__M_Left_index_finger.png,114,43,1
11__M_Left_index_finger.png,28,68,2
11__M_Left_index_finger.png,17,72,0
11__M_Left_index_finger.png,18,46,0
11__M_Left_index_finger.png,29,50,0
11__M_Left_index_finger.png,26,53,0
11__M_Left_index_finger.png,152,27,0
11__M_Left_index_finger.png,31,62,1
11__M_Left_index_finger.png,39,45,0
11__M_Left_index_finger.png,19,42,0
11__M_Left_index_finger.png,27,25,1
11__M_Left_index_finger.png,26,26,1
11__M_Left_index_finger.png,193,14,1
11__M_Left_index_finger.png,56,56,2
11__M_Left_index_finger.png,44,46,4
11__M_Left_index_finger.png,25,40,0
11__M_Left_index_finger.png,36,50,2
11__M_Left_index_finger.png,59,37,0
11__M_Left_index_finger.png,225,0,0
11__M_Left_index_finger.png,224,0,0
11__M_Left_index_finger.png,188,15,0
11__M_Left_index_finger.png,138,21,0
11__M_Left_index_finger.png,130,25,1
11__M_Left_index_finger.png,138,27,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,214,4,0
11__M_Left_little_finger.png,27,94,9
11__M_Left_little_finger.png,25,65,2
11__M_Left_little_finger.png,27,67,6
11__M_Left_little_finger.png,92,45,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,151,31,1
11__M_Left_little_finger.png,49,75,1
11__M_Left_little_finger.png,30,42,0
11__M_Left_little_finger.png,31,49,1
11__M_Left_little_finger.png,23,51,0
11__M_Left_little_finger.png,215,5,0
11__M_Left_little_finger.png,107,60,1
11__M_Left_little_finger.png,25,69,8
11__M_Left_little_finger.png,21,55,3
11__M_Left_little_finger.png,25,42,0
11__M_Left_little_finger.png,25,52,3
11__M_Left_little_finger.png,217,6,0
11__M_Left_little_finger.png,99,69,2
11__M_Left_little_finger.png,34,71,0
11__M_Left_little_finger.png,30,62,0
11__M_Left_little_finger.png,47,49,0
11__M_Left_little_finger.png,29,53,1
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,182,18,0
11__M_Left_little_finger.png,141,27,2
11__M_Left_little_finger.png,159,20,1
11__M_Left_little_finger.png,188,14,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_little_finger.png,225,0,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,164,7,0
11__M_Left_middle_finger.png,20,48,1
11__M_Left_middle_finger.png,23,19,0
11__M_Left_middle_finger.png,41,54,0
11__M_Left_middle_finger.png,44,53,0
11__M_Left_middle_finger.png,224,0,0
11__M_Left_middle_finger.png,54,49,3
11__M_Left_middle_finger.png,28,6,0
11__M_Left_middle_finger.png,20,2,0
11__M_Left_middle_finger.png,19,40,1
11__M_Left_middle_finger.png,36,55,0
11__M_Left_middle_finger.png,223,0,0
11__M_Left_middle_finger.png,46,70,2
11__M_Left_middle_finger.png,23,33,1
11__M_Left_middle_finger.png,16,36,1
11__M_Left_middle_finger.png,18,13,0
11__M_Left_middle_finger.png,24,46,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,73,73,2
11__M_Left_middle_finger.png,22,53,0
11__M_Left_middle_finger.png,14,2,0
11__M_Left_middle_finger.png,16,5,0
11__M_Left_middle_finger.png,29,24,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,205,7,1
11__M_Left_middle_finger.png,80,44,0
11__M_Left_middle_finger.png,29,5,0
11__M_Left_middle_finger.png,26,17,0
11__M_Left_middle_finger.png,53,40,1
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_middle_finger.png,225,0,0
11__M_Left_ring_finger.png,225,0,0
11__M_Left_ring_finger.png,212,4,0
11__M_Left_ring_finger.png,51,78,2
11__M_Left_ring_finger.png,30,76,0
11__M_Left_ring_finger.png,36,65,0
11__M_Left_ring_finger.png,29,62,1
11__M_Left_ring_finger.png,225,0,0
11__M_Left_ring_finger.png,173,20,0
11__M_Left_ring_finger.png,29,58,9
11__M_Left_ring_finger.png,24,45,0
11__M_Left_ring_finger.png,21,58,1
11__M_Left_ring_finger.png,23,65,0
11__M_Left_ring_finger.png,223,0,0
11__M_Left_ring_finger.png,131,42,2
11__M_Left_ring_finger.png,30,46,0
11__M_Left_ring_finger.png,20,41,0
11__M_Left_ring_finger.png,31,52,1
11__M_Left_ring_finger.png,18,65,1
11__M_Left_ring_finger.png,225,0,0
11__M_Left_ring_finger.png,123,51,3
11__M_Left_ring_finger.png,26,77,0
11__M_Left_ring_finger.png,29,69,1
11__M_Left_ring_finger.png,37,49,1
11__M_Left_ring_finger.png,38,44,0
11__M_Left_ring_finger.png,225,0,0
11__M_Left_ring_finger.png,199,12,0
11__M_Left_ring_finger.png,37,64,3
11__M_Left_ring_finger.png,28,54,1
11__M_Left_ring_finger.png,39,56,1
11__M_Left_ring_finger.png,95,31,1
11__M_Left_ring_finger.png,225,0,0
11__M_Left_ring_finger.png,225,0,0
11__M_Left_ring_finger.png,219,0,0
11__M_Left_ring_finger.png,209,4,0
11__M_Left_ring_finger.png,208,3,0
11__M_Left_ring_finger.png,225,0,0
11__M_Left_thumb_finger.png,225,0,0
11__M_Left_thumb_finger.png,225,0,0
11__M_Left_thumb_finger.png,191,12,0
11__M_Left_thumb_finger.png,164,17,0
11__M_Left_thumb_finger.png,107,47,0
11__M_Left_thumb_finger.png,105,36,0
11__M_Left_thumb_finger.png,224,0,0
11__M_Left_thumb_finger.png,134,41,0
11__M_Left_thumb_finger.png,94,55,0
11__M_Left_thumb_finger.png,80,62,7
11__M_Left_thumb_finger.png,38,75,2
11__M_Left_thumb_finger.png,40,67,0
11__M_Left_thumb_finger.png,210,6,0
11__M_Left_thumb_finger.png,122,57,1
11__M_Left_thumb_finger.png,77,63,1
11__M_Left_thumb_finger.png,36,77,5
11__M_Left_thumb_finger.png,17,65,7
11__M_Left_thumb_finger.png,17,44,0
11__M_Left_thumb_finger.png,190,18,0
11__M_Left_thumb_finger.png,118,57,0
11__M_Left_thumb_finger.png,35,90,9
11__M_Left_thumb_finger.png,36,62,9
11__M_Left_thumb_finger.png,26,36,3
11__M_Left_thumb_finger.png,23,21,1
11__M_Left_thumb_finger.png,209,10,0
11__M_Left_thumb_finger.png,114,48,3
11__M_Left_thumb_finger.png,68,57,4
11__M_Left_thumb_finger.png,40,46,4
11__M_Left_thumb_finger.png,23,50,1
11__M_Left_thumb_finger.png,21,34,1
11__M_Left_thumb_finger.png,225,0,0
11__M_Left_thumb_finger.png,208,5,0
11__M_Left_thumb_finger.png,81,52,2
11__M_Left_thumb_finger.png,25,73,6
11__M_Left_thumb_finger.png,26,52,1
11__M_Left_thumb_finger.png,30,23,0
12__M_Left_index_finger.png,225,0,0
12__M_Left_index_finger.png,199,11,0
12__M_Left_index_finger.png,104,39,0
12__M_Left_index_finger.png,71,29,2
12__M_Left_index_finger.png,30,46,0
12__M_Left_index_finger.png,24,23,0
