filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,62,0,0
10__M_Left_index_finger.png,56,6,0
10__M_Left_index_finger.png,47,5,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,60,3,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,56,4,0
10__M_Left_index_finger.png,57,4,0
10__M_Left_index_finger.png,29,14,2
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,52,8,0
10__M_Left_index_finger.png,47,7,0
10__M_Left_index_finger.png,21,22,1
10__M_Left_index_finger.png,36,11,0
10__M_Left_index_finger.png,24,17,0
10__M_Left_index_finger.png,29,14,1
10__M_Left_index_finger.png,36,12,0
10__M_Left_index_finger.png,29,15,1
10__M_Left_index_finger.png,23,14,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,42,12,1
10__M_Left_index_finger.png,45,10,0
10__M_Left_index_finger.png,29,16,0
10__M_Left_index_finger.png,23,14,2
10__M_Left_index_finger.png,20,21,0
10__M_Left_index_finger.png,6,23,2
10__M_Left_index_finger.png,17,13,0
10__M_Left_index_finger.png,14,10,0
10__M_Left_index_finger.png,22,8,0
10__M_Left_index_finger.png,15,12,0
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,48,9,0
10__M_Left_index_finger.png,33,19,0
10__M_Left_index_finger.png,27,15,2
10__M_Left_index_finger.png,13,17,1
10__M_Left_index_finger.png,17,13,0
10__M_Left_index_finger.png,12,10,0
10__M_Left_index_finger.png,12,8,1
10__M_Left_index_finger.png,10,2,1
10__M_Left_index_finger.png,11,14,0
10__M_Left_index_finger.png,11,6,0
10__M_Left_index_finger.png,63,0,0
10__M_Left_index_finger.png,43,11,1
10__M_Left_index_finger.png,46,5,0
10__M_Left_index_finger.png,7,27,4
10__M_Left_index_finger.png,22,15,0
10__M_Left_index_finger.png,10,20,2
10__M_Left_index_finger.png,7,20,1
10__M_Left_index_finger.png,16,7,0
10__M_Left_index_finger.png,16,13,2
10__M_Left_index_finger.png,14,4,0
10__M_Left_index_finger.png,8,7,2
10__M_Left_index_finger.png,63,0,0
10__M_Left_index_finger.png,36,16,0
10__M_Left_index_finger.png,24,23,0
10__M_Left_index_finger.png,19,21,3
10__M_Left_index_finger.png,23,13,1
10__M_Left_index_finger.png,15,19,0
10__M_Left_index_finger.png,11,13,0
10__M_Left_index_finger.png,11,2,0
10__M_Left_index_finger.png,12,7,0
10__M_Left_index_finger.png,9,10,0
10__M_Left_index_finger.png,10,1,1
10__M_Left_index_finger.png,57,5,0
10__M_Left_index_finger.png,45,10,0
10__M_Left_index_finger.png,28,20,3
10__M_Left_index_finger.png,52,4,0
10__M_Left_index_finger.png,10,24,6
10__M_Left_index_finger.png,10,18,3
10__M_Left_index_finger.png,8,14,4
10__M_Left_index_finger.png,13,7,0
10__M_Left_index_finger.png,9,13,0
10__M_Left_index_finger.png,12,8,0
10__M_Left_index_finger.png,6,9,0
10__M_Left_index_finger.png,63,0,0
10__M_Left_index_finger.png,48,8,2
10__M_Left_index_finger.png,26,22,2
10__M_Left_index_finger.png,32,16,0
10__M_Left_index_finger.png,18,23,1
10__M_Left_index_finger.png,9,20,1
10__M_Left_index_finger.png,22,11,0
10__M_Left_index_finger.png,12,18,0
10__M_Left_index_finger.png,13,7,1
10__M_Left_index_finger.png,15,11,0
10__M_Left_index_finger.png,14,4,1
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,50,10,0
10__M_Left_index_finger.png,29,21,2
10__M_Left_index_finger.png,28,17,0
10__M_Left_index_finger.png,19,22,1
10__M_Left_index_finger.png,10,27,2
10__M_Left_index_finger.png,11,20,0
10__M_Left_index_finger.png,14,17,0
10__M_Left_index_finger.png,15,7,0
10__M_Left_index_finger.png,11,10,1
10__M_Left_index_finger.png,9,11,3
10__M_Left_index_finger.png,64,0,0
10__M_Left_index_finger.png,59,3,0
10__M_Left_index_finger.png,52,6,0
10__M_Left_index_finger.png,37,15,0
10__M_Left_index_finger.png,16,27,0
10__M_Left_index_finger.png,15,20,1
10__M_Left_index_finger.png,7,18,0
10__M_Left_index_finger.png,13,12,0
10__M_Left_index_finger.png,15,11,0
