filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,505,0,0
10__M_Left_index_finger.png,458,19,0
10__M_Left_index_finger.png,436,28,1
10__M_Left_index_finger.png,324,78,5
10__M_Left_index_finger.png,408,49,2
10__M_Left_index_finger.png,160,135,11
10__M_Left_index_finger.png,79,121,7
10__M_Left_index_finger.png,104,72,5
10__M_Left_index_finger.png,362,80,2
10__M_Left_index_finger.png,155,145,21
10__M_Left_index_finger.png,65,109,9
10__M_Left_index_finger.png,61,69,3
10__M_Left_index_finger.png,432,37,2
10__M_Left_index_finger.png,180,149,11
10__M_Left_index_finger.png,69,152,2
10__M_Left_index_finger.png,93,89,12
10__M_Left_little_finger.png,506,0,0
10__M_Left_little_finger.png,506,0,0
10__M_Left_little_finger.png,506,0,0
10__M_Left_little_finger.png,438,36,3
10__M_Left_little_finger.png,506,0,0
10__M_Left_little_finger.png,446,32,2
10__M_Left_little_finger.png,197,90,11
10__M_Left_little_finger.png,76,72,7
10__M_Left_little_finger.png,460,21,0
10__M_Left_little_finger.png,151,143,8
10__M_Left_little_finger.png,69,101,19
10__M_Left_little_finger.png,84,56,5
10__M_Left_little_finger.png,481,13,0
10__M_Left_little_finger.png,150,143,8
10__M_Left_little_finger.png,68,103,7
10__M_Left_little_finger.png,96,106,6
10__M_Left_middle_finger.png,466,22,0
10__M_Left_middle_finger.png,210,104,6
10__M_Left_middle_finger.png,56,154,1
10__M_Left_middle_finger.png,73,55,4
10__M_Left_middle_finger.png,350,65,0
10__M_Left_middle_finger.png,151,97,4
10__M_Left_middle_finger.png,50,88,4
10__M_Left_middle_finger.png,50,35,0
10__M_Left_middle_finger.png,370,51,4
10__M_Left_middle_finger.png,95,155,8
10__M_Left_middle_finger.png,48,124,9
10__M_Left_middle_finger.png,55,49,3
10__M_Left_middle_finger.png,433,39,0
10__M_Left_middle_finger.png,227,107,0
10__M_Left_middle_finger.png,110,113,6
10__M_Left_middle_finger.png,77,87,3
10__M_Left_ring_finger.png,494,7,0
10__M_Left_ring_finger.png,333,63,3
10__M_Left_ring_finger.png,183,96,6
10__M_Left_ring_finger.png,194,92,14
10__M_Left_ring_finger.png,386,50,2
10__M_Left_ring_finger.png,109,102,9
10__M_Left_ring_finger.png,82,51,2
10__M_Left_ring_finger.png,66,57,4
10__M_Left_ring_finger.png,362,64,0
10__M_Left_ring_finger.png,95,112,4
10__M_Left_ring_finger.png,61,52,0
10__M_Left_ring_finger.png,67,54,4
10__M_Left_ring_finger.png,375,68,1
10__M_Left_ring_finger.png,116,153,4
10__M_Left_ring_finger.png,49,107,2
10__M_Left_ring_finger.png,119,112,10
10__M_Left_thumb_finger.png,473,16,0
10__M_Left_thumb_finger.png,309,44,1
10__M_Left_thumb_finger.png,295,53,1
10__M_Left_thumb_finger.png,146,111,9
10__M_Left_thumb_finger.png,386,37,0
10__M_Left_thumb_finger.png,255,60,1
10__M_Left_thumb_finger.png,190,74,6
10__M_Left_thumb_finger.png,88,105,9
10__M_Left_thumb_finger.png,329,93,2
10__M_Left_thumb_finger.png,205,121,1
10__M_Left_thumb_finger.png,168,97,10
10__M_Left_thumb_finger.png,132,67,6
10__M_Left_thumb_finger.png,457,17,0
10__M_Left_thumb_finger.png,310,49,1
10__M_Left_thumb_finger.png,222,74,5
10__M_Left_thumb_finger.png,144,115,7
11__M_Left_index_finger.png,374,58,1
11__M_Left_index_finger.png,161,127,2
11__M_Left_index_finger.png,68,147,1
11__M_Left_index_finger.png,147,108,1
11__M_Left_index_finger.png,199,122,4
11__M_Left_index_finger.png,41,158,2
11__M_Left_index_finger.png,40,122,1
11__M_Left_index_finger.png,44,144,0
11__M_Left_index_finger.png,248,96,2
11__M_Left_index_finger.png,56,124,3
11__M_Left_index_finger.png,49,87,0
11__M_Left_index_finger.png,62,76,4
11__M_Left_index_finger.png,460,15,3
11__M_Left_index_finger.png,308,61,2
11__M_Left_index_finger.png,175,90,1
11__M_Left_index_finger.png,222,75,1
11__M_Left_little_finger.png,502,3,0
11__M_Left_little_finger.png,167,157,9
11__M_Left_little_finger.png,48,154,6
11__M_Left_little_finger.png,142,113,2
11__M_Left_little_finger.png,455,26,0
11__M_Left_little_finger.png,91,162,9
11__M_Left_little_finger.png,57,109,4
11__M_Left_little_finger.png,48,111,2
11__M_Left_little_finger.png,454,33,0
11__M_Left_little_finger.png,134,164,3
11__M_Left_little_finger.png,71,134,2
11__M_Left_little_finger.png,116,123,3
11__M_Left_little_finger.png,506,0,0
11__M_Left_little_finger.png,506,0,0
11__M_Left_little_finger.png,505,0,0
11__M_Left_little_finger.png,506,0,0
11__M_Left_middle_finger.png,466,14,0
11__M_Left_middle_finger.png,80,80,1
11__M_Left_middle_finger.png,47,68,0
11__M_Left_middle_finger.png,88,127,0
11__M_Left_middle_finger.png,379,45,4
11__M_Left_middle_finger.png,50,93,0
11__M_Left_middle_finger.png,40,41,0
11__M_Left_middle_finger.png,45,119,1
11__M_Left_middle_finger.png,449,30,1
11__M_Left_middle_finger.png,61,138,2
11__M_Left_middle_finger.png,36,13,0
11__M_Left_middle_finger.png,51,52,3
11__M_Left_middle_finger.png,506,0,0
11__M_Left_middle_finger.png,437,17,0
11__M_Left_middle_finger.png,331,3,0
11__M_Left_middle_finger.png,361,37,0
11__M_Left_ring_finger.png,506,0,0
11__M_Left_ring_finger.png,174,129,10
11__M_Left_ring_finger.png,61,156,0
11__M_Left_ring_finger.png,55,151,1
11__M_Left_ring_finger.png,473,13,0
11__M_Left_ring_finger.png,111,120,5
11__M_Left_ring_finger.png,52,94,2
11__M_Left_ring_finger.png,43,146,2
11__M_Left_ring_finger.png,476,17,0
11__M_Left_ring_finger.png,98,159,6
11__M_Left_ring_finger.png,62,153,2
11__M_Left_ring_finger.png,90,100,2
11__M_Left_ring_finger.png,506,0,0
11__M_Left_ring_finger.png,382,34,0
11__M_Left_ring_finger.png,298,59,0
11__M_Left_ring_finger.png,394,24,3
11__M_Left_thumb_finger.png,494,6,0
11__M_Left_thumb_finger.png,393,43,1
11__M_Left_thumb_finger.png,280,83,0
11__M_Left_thumb_finger.png,188,112,0
11__M_Left_thumb_finger.png,405,55,0
11__M_Left_thumb_finger.png,200,134,1
11__M_Left_thumb_finger.png,85,168,17
11__M_Left_thumb_finger.png,40,131,3
11__M_Left_thumb_finger.png,379,70,0
11__M_Left_thumb_finger.png,114,188,14
11__M_Left_thumb_finger.png,50,138,18
11__M_Left_thumb_finger.png,54,55,2
11__M_Left_thumb_finger.png,462,20,2
11__M_Left_thumb_finger.png,215,100,5
11__M_Left_thumb_finger.png,59,134,9
11__M_Left_thumb_finger.png,54,70,1
12__M_Left_index_finger.png,492,5,0
12__M_Left_index_finger.png,197,108,0
12__M_Left_index_finger.png,94,76,2
12__M_Left_index_finger.png,44,62,1
12__M_Left_index_finger.png,376,58,2
12__M_Left_index_finger.png,64,142,2
12__M_Left_index_finger.png,49,79,0
12__M_Left_index_finger.png,30,9,0
12__M_Left_index_finger.png,465,19,1
12__M_Left_index_finger.png,150,128,5
12__M_Left_index_finger.png,48,137,1
12__M_Left_index_finger.png,46,33,2
12__M_Left_index_finger.png,506,0,0
12__M_Left_index_finger.png,499,2,0
12__M_Left_index_finger.png,429,26,1
12__M_Left_index_finger.png,406,25,0
12__M_Left_little_finger.png,485,14,0
12__M_Left_little_finger.png,155,140,51
12__M_Left_little_finger.png,43,123,26
12__M_Left_little_finger.png,71,85,5
12__M_Left_little_finger.png,402,51,5
12__M_Left_little_finger.png,42,177,39
12__M_Left_little_finger.png,57,99,6
12__M_Left_little_finger.png,68,53,5
12__M_Left_little_finger.png,480,14,1
12__M_Left_little_finger.png,144,137,27
12__M_Left_little_finger.png,39,149,3
12__M_Left_little_finger.png,66,92,6
12__M_Left_little_finger.png,506,0,0
12__M_Left_little_finger.png,506,0,0
12__M_Left_little_finger.png,492,3,0
12__M_Left_little_finger.png,494,3,0
12__M_Left_middle_finger.png,468,18,1
12__M_Left_middle_finger.png,219,79,6
12__M_Left_middle_finger.png,116,70,0
12__M_Left_middle_finger.png,100,32,5
12__M_Left_middle_finger.png,249,108,13
12__M_Left_middle_finger.png,65,111,3
12__M_Left_middle_finger.png,50,16,0
12__M_Left_middle_finger.png,15,2,0
12__M_Left_middle_finger.png,311,71,4
12__M_Left_middle_finger.png,62,134,5
12__M_Left_middle_finger.png,53,13,0
12__M_Left_middle_finger.png,23,2,0
12__M_Left_middle_finger.png,467,21,1
12__M_Left_middle_finger.png,179,105,20
12__M_Left_middle_finger.png,99,88,6
12__M_Left_middle_finger.png,114,44,0
12__M_Left_ring_finger.png,506,0,0
12__M_Left_ring_finger.png,345,62,4
12__M_Left_ring_finger.png,220,86,0
12__M_Left_ring_finger.png,250,78,3
12__M_Left_ring_finger.png,453,25,3
12__M_Left_ring_finger.png,62,101,8
12__M_Left_ring_finger.png,70,17,0
12__M_Left_ring_finger.png,66,38,0
12__M_Left_ring_finger.png,394,42,4
12__M_Left_ring_finger.png,54,109,2
12__M_Left_ring_finger.png,61,37,0
12__M_Left_ring_finger.png,74,38,1
12__M_Left_ring_finger.png,489,7,0
12__M_Left_ring_finger.png,109,103,18
12__M_Left_ring_finger.png,63,90,0
12__M_Left_ring_finger.png,181,110,2
12__M_Left_thumb_finger.png,506,0,0
12__M_Left_thumb_finger.png,414,16,0
12__M_Left_thumb_finger.png,233,82,2
12__M_Left_thumb_finger.png,93,156,0
12__M_Left_thumb_finger.png,416,35,1
12__M_Left_thumb_finger.png,98,152,8
12__M_Left_thumb_finger.png,70,130,2
12__M_Left_thumb_finger.png,45,107,1
12__M_Left_thumb_finger.png,325,68,10
12__M_Left_thumb_finger.png,77,141,5
12__M_Left_thumb_finger.png,46,133,1
12__M_Left_thumb_finger.png,54,40,1
12__M_Left_thumb_finger.png,427,27,3
12__M_Left_thumb_finger.png,80,144,5
12__M_Left_thumb_finger.png,76,105,6
12__M_Left_thumb_finger.png,102,95,2
17__M_Left_index_finger.png,506,0,0
17__M_Left_index_finger.png,341,44,1
17__M_Left_index_finger.png,79,71,2
17__M_Left_index_finger.png,105,22,1
17__M_Left_index_finger.png,498,4,0
17__M_Left_index_finger.png,185,60,1
17__M_Left_index_finger.png,55,32,1
17__M_Left_index_finger.png,37,22,0
17__M_Left_index_finger.png,491,7,0
17__M_Left_index_finger.png,156,96,5
17__M_Left_index_finger.png,39,126,1
17__M_Left_index_finger.png,53,42,3
17__M_Left_index_finger.png,506,0,0
17__M_Left_index_finger.png,394,33,0
17__M_Left_index_finger.png,282,76,4
17__M_Left_index_finger.png,356,27,1
17__M_Left_little_finger.png,506,0,0
17__M_Left_little_finger.png,414,16,1
17__M_Left_little_finger.png,222,59,9
17__M_Left_little_finger.png,119,26,4
17__M_Left_little_finger.png,506,0,0
17__M_Left_little_finger.png,143,59,2
17__M_Left_little_finger.png,48,56,5
17__M_Left_little_finger.png,26,7,0
17__M_Left_little_finger.png,506,0,0
