filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,1570,231,13
10__M_Left_index_finger.png,949,320,23
10__M_Left_index_finger.png,1166,434,38
10__M_Left_index_finger.png,294,426,31
10__M_Left_little_finger.png,2033,43,2
10__M_Left_little_finger.png,1223,224,23
10__M_Left_little_finger.png,1287,331,16
10__M_Left_little_finger.png,323,395,44
10__M_Left_middle_finger.png,1202,307,11
10__M_Left_middle_finger.png,229,346,12
10__M_Left_middle_finger.png,1192,357,14
10__M_Left_middle_finger.png,290,402,23
10__M_Left_ring_finger.png,1345,244,18
10__M_Left_ring_finger.png,508,336,28
10__M_Left_ring_finger.png,990,410,10
10__M_Left_ring_finger.png,338,356,21
10__M_Left_thumb_finger.png,1468,169,2
10__M_Left_thumb_finger.png,732,361,27
10__M_Left_thumb_finger.png,1411,247,4
10__M_Left_thumb_finger.png,725,364,33
11__M_Left_index_finger.png,772,506,10
11__M_Left_index_finger.png,310,549,3
11__M_Left_index_finger.png,1150,314,10
11__M_Left_index_finger.png,600,342,7
11__M_Left_little_finger.png,1236,376,20
11__M_Left_little_finger.png,292,540,15
11__M_Left_little_finger.png,1697,188,4
11__M_Left_little_finger.png,1326,250,4
11__M_Left_middle_finger.png,991,249,8
11__M_Left_middle_finger.png,228,386,1
11__M_Left_middle_finger.png,1540,184,4
11__M_Left_middle_finger.png,888,108,3
11__M_Left_ring_finger.png,1295,273,17
11__M_Left_ring_finger.png,181,623,7
11__M_Left_ring_finger.png,1535,221,7
11__M_Left_ring_finger.png,946,345,7
11__M_Left_thumb_finger.png,1545,246,6
11__M_Left_thumb_finger.png,578,530,22
11__M_Left_thumb_finger.png,1255,376,21
11__M_Left_thumb_finger.png,196,433,25
12__M_Left_index_finger.png,1147,339,6
12__M_Left_index_finger.png,206,238,3
12__M_Left_index_finger.png,1717,138,8
12__M_Left_index_finger.png,1022,232,3
12__M_Left_little_finger.png,1102,400,117
12__M_Left_little_finger.png,228,379,43
12__M_Left_little_finger.png,1737,143,27
12__M_Left_little_finger.png,1202,258,9
12__M_Left_middle_finger.png,1000,348,25
12__M_Left_middle_finger.png,275,133,5
12__M_Left_middle_finger.png,1093,335,34
12__M_Left_middle_finger.png,393,145,7
12__M_Left_ring_finger.png,1389,204,21
12__M_Left_ring_finger.png,612,245,5
12__M_Left_ring_finger.png,1094,287,25
12__M_Left_ring_finger.png,471,299,3
12__M_Left_thumb_finger.png,1458,232,11
12__M_Left_thumb_finger.png,414,519,5
12__M_Left_thumb_finger.png,950,407,22
12__M_Left_thumb_finger.png,315,385,12
17__M_Left_index_finger.png,1566,118,5
17__M_Left_index_finger.png,280,151,4
17__M_Left_index_finger.png,1628,140,5
17__M_Left_index_finger.png,835,276,9
17__M_Left_little_finger.png,1613,93,3
17__M_Left_little_finger.png,413,144,19
17__M_Left_little_finger.png,1591,96,5
17__M_Left_little_finger.png,484,158,1
17__M_Left_middle_finger.png,1483,184,4
17__M_Left_middle_finger.png,543,150,4
17__M_Left_middle_finger.png,1370,164,1
17__M_Left_middle_finger.png,506,199,3
17__M_Left_ring_finger.png,1765,31,1
17__M_Left_ring_finger.png,169,114,5
17__M_Left_ring_finger.png,1815,24,0
17__M_Left_ring_finger.png,293,171,3
17__M_Left_thumb_finger.png,1718,126,5
17__M_Left_thumb_finger.png,623,432,2
17__M_Left_thumb_finger.png,1539,234,8
17__M_Left_thumb_finger.png,455,367,15
1__M_Left_index_finger.png,1288,251,14
1__M_Left_index_finger.png,468,250,5
1__M_Left_index_finger.png,1296,197,7
1__M_Left_index_finger.png,362,199,2
1__M_Left_little_finger.png,1429,232,17
1__M_Left_little_finger.png,437,167,5
1__M_Left_little_finger.png,1636,172,6
1__M_Left_little_finger.png,915,216,3
1__M_Left_middle_finger.png,1095,290,16
1__M_Left_middle_finger.png,196,293,11
1__M_Left_middle_finger.png,1151,344,22
1__M_Left_middle_finger.png,315,414,7
1__M_Left_ring_finger.png,1326,271,17
1__M_Left_ring_finger.png,344,466,19
1__M_Left_ring_finger.png,1382,298,34
1__M_Left_ring_finger.png,448,384,8
1__M_Left_thumb_finger.png,1361,270,8
1__M_Left_thumb_finger.png,322,560,15
1__M_Left_thumb_finger.png,1221,292,28
1__M_Left_thumb_finger.png,281,485,25
200__M_Left_index_finger.png,1354,265,12
200__M_Left_index_finger.png,699,201,12
200__M_Left_index_finger.png,1442,216,9
200__M_Left_index_finger.png,963,170,7
200__M_Left_little_finger.png,1520,132,13
200__M_Left_little_finger.png,760,108,12
200__M_Left_little_finger.png,1722,112,4
200__M_Left_little_finger.png,916,117,0
200__M_Left_middle_finger.png,1181,308,21
200__M_Left_middle_finger.png,220,288,5
200__M_Left_middle_finger.png,1483,161,2
200__M_Left_middle_finger.png,839,153,1
200__M_Left_ring_finger.png,1510,162,10
200__M_Left_ring_finger.png,443,89,7
200__M_Left_ring_finger.png,1609,143,12
200__M_Left_ring_finger.png,734,165,8
200__M_Left_thumb_finger.png,1559,217,4
200__M_Left_thumb_finger.png,416,524,5
200__M_Left_thumb_finger.png,1650,148,5
200__M_Left_thumb_finger.png,709,426,5
202__M_Left_index_finger.png,1595,119,8
202__M_Left_index_finger.png,730,183,2
202__M_Left_index_finger.png,1388,173,5
202__M_Left_index_finger.png,448,113,2
202__M_Left_little_finger.png,1677,123,8
202__M_Left_little_finger.png,757,162,3
202__M_Left_little_finger.png,1585,187,10
202__M_Left_little_finger.png,621,454,8
202__M_Left_middle_finger.png,1363,160,7
202__M_Left_middle_finger.png,445,129,4
202__M_Left_middle_finger.png,1262,255,9
202__M_Left_middle_finger.png,321,260,1
202__M_Left_ring_finger.png,1408,127,10
202__M_Left_ring_finger.png,244,190,8
202__M_Left_ring_finger.png,1483,193,6
202__M_Left_ring_finger.png,827,204,4
202__M_Left_thumb_finger.png,1286,257,8
202__M_Left_thumb_finger.png,190,228,2
202__M_Left_thumb_finger.png,1416,192,14
202__M_Left_thumb_finger.png,231,579,8
204__F_Left_index_finger.png,1366,270,6
204__F_Left_index_finger.png,250,368,7
204__F_Left_index_finger.png,1459,257,15
204__F_Left_index_finger.png,471,454,7
204__F_Left_little_finger.png,1773,63,15
204__F_Left_little_finger.png,1060,87,3
204__F_Left_little_finger.png,1600,136,20
204__F_Left_little_finger.png,858,120,10
204__F_Left_middle_finger.png,1484,192,21
204__F_Left_middle_finger.png,344,343,14
204__F_Left_middle_finger.png,1361,252,12
204__F_Left_middle_finger.png,227,388,18
204__F_Left_ring_finger.png,1372,250,22
204__F_Left_ring_finger.png,359,393,13
204__F_Left_ring_finger.png,1104,284,26
204__F_Left_ring_finger.png,339,153,2
204__F_Left_thumb_finger.png,1310,197,10
204__F_Left_thumb_finger.png,144,164,1
204__F_Left_thumb_finger.png,1159,280,23
204__F_Left_thumb_finger.png,211,302,6
206__M_Left_index_finger.png,1093,315,1
206__M_Left_index_finger.png,472,165,3
206__M_Left_index_finger.png,1304,228,8
206__M_Left_index_finger.png,253,269,5
206__M_Left_little_finger.png,1400,282,13
206__M_Left_little_finger.png,296,207,2
206__M_Left_little_finger.png,1474,178,7
206__M_Left_little_finger.png,446,162,1
206__M_Left_middle_finger.png,965,385,36
206__M_Left_middle_finger.png,214,199,2
206__M_Left_middle_finger.png,1159,359,26
206__M_Left_middle_finger.png,329,374,12
206__M_Left_ring_finger.png,1308,265,8
206__M_Left_ring_finger.png,241,382,8
206__M_Left_ring_finger.png,1157,346,10
206__M_Left_ring_finger.png,161,390,1
206__M_Left_thumb_finger.png,1234,279,12
206__M_Left_thumb_finger.png,339,453,11
206__M_Left_thumb_finger.png,1093,254,10
206__M_Left_thumb_finger.png,182,444,17
208__M_Left_index_finger.png,1245,276,34
