filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,33,1,0
10__M_Left_index_finger.png,28,6,0
10__M_Left_index_finger.png,30,4,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,31,3,0
10__M_Left_index_finger.png,32,3,0
10__M_Left_index_finger.png,25,7,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,33,1,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,34,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,24,6,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,26,7,0
10__M_Left_index_finger.png,21,6,0
10__M_Left_index_finger.png,18,9,0
10__M_Left_index_finger.png,21,3,0
10__M_Left_index_finger.png,8,14,0
10__M_Left_index_finger.png,12,8,0
10__M_Left_index_finger.png,12,12,0
10__M_Left_index_finger.png,8,11,0
10__M_Left_index_finger.png,16,8,0
10__M_Left_index_finger.png,16,7,0
10__M_Left_index_finger.png,20,2,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,29,5,0
10__M_Left_index_finger.png,29,2,0
10__M_Left_index_finger.png,16,12,0
10__M_Left_index_finger.png,17,10,0
10__M_Left_index_finger.png,12,10,0
10__M_Left_index_finger.png,14,6,2
10__M_Left_index_finger.png,15,9,0
10__M_Left_index_finger.png,5,12,0
10__M_Left_index_finger.png,8,9,1
10__M_Left_index_finger.png,6,4,0
10__M_Left_index_finger.png,12,5,0
10__M_Left_index_finger.png,12,4,0
10__M_Left_index_finger.png,18,4,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,30,3,0
10__M_Left_index_finger.png,22,10,0
10__M_Left_index_finger.png,14,13,0
10__M_Left_index_finger.png,14,7,0
10__M_Left_index_finger.png,9,7,0
10__M_Left_index_finger.png,11,7,0
10__M_Left_index_finger.png,9,8,0
10__M_Left_index_finger.png,11,5,0
10__M_Left_index_finger.png,5,6,0
10__M_Left_index_finger.png,7,2,1
10__M_Left_index_finger.png,9,4,0
10__M_Left_index_finger.png,8,3,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,23,9,0
10__M_Left_index_finger.png,14,12,0
10__M_Left_index_finger.png,10,18,0
10__M_Left_index_finger.png,8,8,2
10__M_Left_index_finger.png,10,13,0
10__M_Left_index_finger.png,13,7,0
10__M_Left_index_finger.png,9,7,1
10__M_Left_index_finger.png,6,5,0
10__M_Left_index_finger.png,7,3,2
10__M_Left_index_finger.png,10,4,1
10__M_Left_index_finger.png,6,3,1
10__M_Left_index_finger.png,12,3,0
10__M_Left_index_finger.png,7,6,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,28,4,0
10__M_Left_index_finger.png,25,6,0
10__M_Left_index_finger.png,23,6,0
10__M_Left_index_finger.png,5,17,1
10__M_Left_index_finger.png,12,9,2
10__M_Left_index_finger.png,8,14,0
10__M_Left_index_finger.png,4,10,0
10__M_Left_index_finger.png,5,11,1
10__M_Left_index_finger.png,7,2,1
10__M_Left_index_finger.png,6,6,0
10__M_Left_index_finger.png,8,10,2
10__M_Left_index_finger.png,6,3,0
10__M_Left_index_finger.png,4,4,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,25,6,0
10__M_Left_index_finger.png,19,9,1
10__M_Left_index_finger.png,7,17,0
10__M_Left_index_finger.png,13,12,1
10__M_Left_index_finger.png,10,8,2
10__M_Left_index_finger.png,9,11,1
10__M_Left_index_finger.png,11,10,0
10__M_Left_index_finger.png,8,8,0
10__M_Left_index_finger.png,5,3,0
10__M_Left_index_finger.png,5,5,0
10__M_Left_index_finger.png,7,4,0
10__M_Left_index_finger.png,6,7,0
10__M_Left_index_finger.png,4,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,23,9,0
10__M_Left_index_finger.png,28,2,0
10__M_Left_index_finger.png,15,12,1
10__M_Left_index_finger.png,23,5,0
10__M_Left_index_finger.png,14,12,0
10__M_Left_index_finger.png,8,6,3
10__M_Left_index_finger.png,11,5,1
10__M_Left_index_finger.png,4,9,2
10__M_Left_index_finger.png,11,3,0
10__M_Left_index_finger.png,4,7,0
10__M_Left_index_finger.png,4,4,0
10__M_Left_index_finger.png,8,1,0
10__M_Left_index_finger.png,8,5,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,29,4,0
10__M_Left_index_finger.png,27,5,0
10__M_Left_index_finger.png,19,8,0
10__M_Left_index_finger.png,33,1,0
10__M_Left_index_finger.png,8,12,2
10__M_Left_index_finger.png,8,11,0
10__M_Left_index_finger.png,4,15,2
10__M_Left_index_finger.png,7,3,1
10__M_Left_index_finger.png,11,7,1
10__M_Left_index_finger.png,6,4,0
10__M_Left_index_finger.png,5,6,1
10__M_Left_index_finger.png,6,4,1
10__M_Left_index_finger.png,4,5,0
10__M_Left_index_finger.png,35,0,0
10__M_Left_index_finger.png,31,3,0
10__M_Left_index_finger.png,25,2,1
10__M_Left_index_finger.png,22,8,0
10__M_Left_index_finger.png,24,3,0
10__M_Left_index_finger.png,16,6,0
10__M_Left_index_finger.png,9,14,1
10__M_Left_index_finger.png,7,8,1
10__M_Left_index_finger.png,10,8,0
10__M_Left_index_finger.png,9,8,1
10__M_Left_index_finger.png,6,9,0
10__M_Left_index_finger.png,6,6,0
10__M_Left_index_finger.png,8,7,0
10__M_Left_index_finger.png,7,5,1
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,32,3,0
10__M_Left_index_finger.png,32,1,0
10__M_Left_index_finger.png,9,18,1
10__M_Left_index_finger.png,20,8,0
10__M_Left_index_finger.png,17,5,1
10__M_Left_index_finger.png,8,13,2
10__M_Left_index_finger.png,9,11,1
10__M_Left_index_finger.png,8,10,0
10__M_Left_index_finger.png,7,8,0
10__M_Left_index_finger.png,8,10,0
10__M_Left_index_finger.png,5,3,0
10__M_Left_index_finger.png,9,6,1
10__M_Left_index_finger.png,6,5,1
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,36,0,0
10__M_Left_index_finger.png,28,4,1
10__M_Left_index_finger.png,18,12,0
10__M_Left_index_finger.png,19,10,0
10__M_Left_index_finger.png,12,11,0
10__M_Left_index_finger.png,14,9,0
10__M_Left_index_finger.png,8,16,0
10__M_Left_index_finger.png,4,9,0
10__M_Left_index_finger.png,9,6,0
10__M_Left_index_finger.png,7,8,0
10__M_Left_index_finger.png,12,6,0
10__M_Left_index_finger.png,10,6,0
10__M_Left_index_finger.png,11,3,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,32,3,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,34,1,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,33,0,0
10__M_Left_little_finger.png,19,12,0
10__M_Left_little_finger.png,29,3,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,26,5,0
10__M_Left_little_finger.png,16,5,1
10__M_Left_little_finger.png,5,9,0
10__M_Left_little_finger.png,6,4,0
10__M_Left_little_finger.png,9,6,1
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,19,9,2
10__M_Left_little_finger.png,5,11,1
10__M_Left_little_finger.png,8,3,0
10__M_Left_little_finger.png,5,6,0
10__M_Left_little_finger.png,6,3,0
10__M_Left_little_finger.png,6,1,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,35,0,0
10__M_Left_little_finger.png,25,8,0
10__M_Left_little_finger.png,17,7,2
10__M_Left_little_finger.png,25,3,0
10__M_Left_little_finger.png,6,13,2
10__M_Left_little_finger.png,5,6,1
10__M_Left_little_finger.png,7,0,0
10__M_Left_little_finger.png,7,1,1
10__M_Left_little_finger.png,6,5,0
10__M_Left_little_finger.png,6,2,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,30,4,0
10__M_Left_little_finger.png,29,3,0
10__M_Left_little_finger.png,11,12,0
10__M_Left_little_finger.png,8,16,0
10__M_Left_little_finger.png,9,12,1
10__M_Left_little_finger.png,10,5,0
10__M_Left_little_finger.png,6,7,0
10__M_Left_little_finger.png,7,1,0
10__M_Left_little_finger.png,4,2,0
10__M_Left_little_finger.png,7,1,0
10__M_Left_little_finger.png,5,4,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,34,0,0
10__M_Left_little_finger.png,21,8,0
10__M_Left_little_finger.png,10,13,0
10__M_Left_little_finger.png,11,9,0
10__M_Left_little_finger.png,5,13,3
10__M_Left_little_finger.png,7,7,1
10__M_Left_little_finger.png,4,11,0
10__M_Left_little_finger.png,7,1,0
10__M_Left_little_finger.png,5,6,0
10__M_Left_little_finger.png,6,3,0
10__M_Left_little_finger.png,7,3,1
10__M_Left_little_finger.png,4,4,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,36,0,0
10__M_Left_little_finger.png,27,6,0
10__M_Left_little_finger.png,22,5,0
10__M_Left_little_finger.png,17,9,0
10__M_Left_little_finger.png,15,8,1
10__M_Left_little_finger.png,9,7,1
