filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,43,5,0
10__M_Left_index_finger.png,37,9,0
10__M_Left_index_finger.png,47,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,45,3,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,44,3,0
10__M_Left_index_finger.png,43,4,0
10__M_Left_index_finger.png,34,9,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,48,0,0
10__M_Left_index_finger.png,34,6,0
10__M_Left_index_finger.png,38,4,0
10__M_Left_index_finger.png,36,7,0
10__M_Left_index_finger.png,32,7,0
10__M_Left_index_finger.png,32,8,1
10__M_Left_index_finger.png,34,7,0
10__M_Left_index_finger.png,44,1,0
10__M_Left_index_finger.png,26,12,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,48,0,0
10__M_Left_index_finger.png,42,2,0
10__M_Left_index_finger.png,20,17,0
10__M_Left_index_finger.png,21,11,1
10__M_Left_index_finger.png,21,11,0
10__M_Left_index_finger.png,14,14,0
10__M_Left_index_finger.png,11,14,1
10__M_Left_index_finger.png,13,14,0
10__M_Left_index_finger.png,11,6,0
10__M_Left_index_finger.png,13,9,2
10__M_Left_index_finger.png,14,9,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,41,3,0
10__M_Left_index_finger.png,39,4,0
10__M_Left_index_finger.png,22,15,0
10__M_Left_index_finger.png,28,5,0
10__M_Left_index_finger.png,8,16,1
10__M_Left_index_finger.png,16,10,0
10__M_Left_index_finger.png,13,9,1
10__M_Left_index_finger.png,11,10,0
10__M_Left_index_finger.png,9,7,1
10__M_Left_index_finger.png,14,4,0
10__M_Left_index_finger.png,15,8,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,31,12,0
10__M_Left_index_finger.png,28,9,0
10__M_Left_index_finger.png,13,16,1
10__M_Left_index_finger.png,17,14,1
10__M_Left_index_finger.png,14,11,0
10__M_Left_index_finger.png,10,10,1
10__M_Left_index_finger.png,9,7,0
10__M_Left_index_finger.png,11,6,2
10__M_Left_index_finger.png,8,3,1
10__M_Left_index_finger.png,14,8,0
10__M_Left_index_finger.png,8,9,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,27,13,0
10__M_Left_index_finger.png,29,13,0
10__M_Left_index_finger.png,16,16,2
10__M_Left_index_finger.png,12,17,2
10__M_Left_index_finger.png,16,14,0
10__M_Left_index_finger.png,7,15,1
10__M_Left_index_finger.png,5,12,2
10__M_Left_index_finger.png,10,4,0
10__M_Left_index_finger.png,11,10,1
10__M_Left_index_finger.png,9,9,1
10__M_Left_index_finger.png,6,4,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,37,7,0
10__M_Left_index_finger.png,17,20,1
10__M_Left_index_finger.png,13,18,1
10__M_Left_index_finger.png,13,13,3
10__M_Left_index_finger.png,11,15,1
10__M_Left_index_finger.png,10,15,0
10__M_Left_index_finger.png,11,8,0
10__M_Left_index_finger.png,8,1,0
10__M_Left_index_finger.png,9,4,0
10__M_Left_index_finger.png,9,5,0
10__M_Left_index_finger.png,9,1,0
10__M_Left_index_finger.png,48,0,0
10__M_Left_index_finger.png,38,5,0
10__M_Left_index_finger.png,23,15,1
10__M_Left_index_finger.png,31,10,0
10__M_Left_index_finger.png,25,12,1
10__M_Left_index_finger.png,6,16,4
10__M_Left_index_finger.png,9,12,3
10__M_Left_index_finger.png,6,14,2
10__M_Left_index_finger.png,11,4,0
10__M_Left_index_finger.png,8,8,0
10__M_Left_index_finger.png,9,3,0
10__M_Left_index_finger.png,8,10,0
10__M_Left_index_finger.png,43,5,0
10__M_Left_index_finger.png,44,3,0
10__M_Left_index_finger.png,24,14,1
10__M_Left_index_finger.png,31,10,0
10__M_Left_index_finger.png,20,11,0
10__M_Left_index_finger.png,18,11,0
10__M_Left_index_finger.png,11,14,1
10__M_Left_index_finger.png,17,6,0
10__M_Left_index_finger.png,12,10,0
10__M_Left_index_finger.png,9,7,1
10__M_Left_index_finger.png,11,7,0
10__M_Left_index_finger.png,11,5,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,40,6,0
10__M_Left_index_finger.png,29,14,0
10__M_Left_index_finger.png,14,20,0
10__M_Left_index_finger.png,27,11,0
10__M_Left_index_finger.png,19,13,1
10__M_Left_index_finger.png,10,15,2
10__M_Left_index_finger.png,9,12,1
10__M_Left_index_finger.png,10,15,0
10__M_Left_index_finger.png,11,5,0
10__M_Left_index_finger.png,10,4,2
10__M_Left_index_finger.png,9,7,0
10__M_Left_index_finger.png,49,0,0
10__M_Left_index_finger.png,45,2,0
10__M_Left_index_finger.png,38,6,0
10__M_Left_index_finger.png,33,6,0
10__M_Left_index_finger.png,14,19,0
10__M_Left_index_finger.png,13,15,1
10__M_Left_index_finger.png,11,17,1
10__M_Left_index_finger.png,7,13,0
10__M_Left_index_finger.png,11,12,0
10__M_Left_index_finger.png,12,8,0
10__M_Left_index_finger.png,13,8,0
10__M_Left_index_finger.png,13,9,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,43,5,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,43,5,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,48,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,44,3,0
10__M_Left_little_finger.png,30,2,0
10__M_Left_little_finger.png,6,17,1
10__M_Left_little_finger.png,19,8,1
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,28,13,1
10__M_Left_little_finger.png,6,14,0
10__M_Left_little_finger.png,6,9,0
10__M_Left_little_finger.png,7,5,1
10__M_Left_little_finger.png,9,4,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,37,9,0
10__M_Left_little_finger.png,30,6,2
10__M_Left_little_finger.png,26,13,1
10__M_Left_little_finger.png,7,15,3
10__M_Left_little_finger.png,5,7,0
10__M_Left_little_finger.png,9,4,1
10__M_Left_little_finger.png,8,6,0
10__M_Left_little_finger.png,9,1,1
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,48,0,0
10__M_Left_little_finger.png,43,1,0
10__M_Left_little_finger.png,24,11,0
10__M_Left_little_finger.png,12,21,0
10__M_Left_little_finger.png,8,15,2
10__M_Left_little_finger.png,9,13,0
10__M_Left_little_finger.png,6,10,0
10__M_Left_little_finger.png,7,2,0
10__M_Left_little_finger.png,10,1,0
10__M_Left_little_finger.png,6,6,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,42,3,0
10__M_Left_little_finger.png,22,11,0
10__M_Left_little_finger.png,13,14,0
10__M_Left_little_finger.png,8,14,3
10__M_Left_little_finger.png,10,11,1
10__M_Left_little_finger.png,9,6,0
10__M_Left_little_finger.png,10,2,1
10__M_Left_little_finger.png,6,12,0
10__M_Left_little_finger.png,7,2,1
10__M_Left_little_finger.png,3,4,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,43,5,0
10__M_Left_little_finger.png,31,9,0
10__M_Left_little_finger.png,32,6,0
10__M_Left_little_finger.png,16,19,0
10__M_Left_little_finger.png,11,11,1
10__M_Left_little_finger.png,6,10,1
10__M_Left_little_finger.png,12,9,1
10__M_Left_little_finger.png,9,8,0
10__M_Left_little_finger.png,6,8,5
10__M_Left_little_finger.png,9,5,1
10__M_Left_little_finger.png,13,5,1
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,27,14,1
10__M_Left_little_finger.png,29,8,0
10__M_Left_little_finger.png,17,16,2
10__M_Left_little_finger.png,18,10,1
10__M_Left_little_finger.png,10,8,0
10__M_Left_little_finger.png,7,14,3
10__M_Left_little_finger.png,8,9,2
10__M_Left_little_finger.png,8,5,0
10__M_Left_little_finger.png,13,5,1
10__M_Left_little_finger.png,11,10,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,46,1,0
10__M_Left_little_finger.png,24,14,0
10__M_Left_little_finger.png,23,11,0
10__M_Left_little_finger.png,13,14,2
10__M_Left_little_finger.png,9,12,0
10__M_Left_little_finger.png,12,7,1
10__M_Left_little_finger.png,6,5,0
10__M_Left_little_finger.png,8,2,0
10__M_Left_little_finger.png,18,5,0
10__M_Left_little_finger.png,10,8,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,49,0,0
10__M_Left_little_finger.png,45,3,0
10__M_Left_little_finger.png,19,19,0
10__M_Left_little_finger.png,19,11,0
10__M_Left_little_finger.png,16,9,0
10__M_Left_little_finger.png,10,11,1
10__M_Left_little_finger.png,8,8,0
10__M_Left_little_finger.png,8,7,0
10__M_Left_little_finger.png,9,7,0
10__M_Left_little_finger.png,6,17,0
10__M_Left_little_finger.png,11,8,1
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,48,0,0
10__M_Left_middle_finger.png,38,3,0
10__M_Left_middle_finger.png,20,7,0
10__M_Left_middle_finger.png,10,15,0
10__M_Left_middle_finger.png,5,16,0
10__M_Left_middle_finger.png,5,16,0
10__M_Left_middle_finger.png,10,11,1
10__M_Left_middle_finger.png,12,5,1
10__M_Left_middle_finger.png,6,7,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,48,0,0
10__M_Left_middle_finger.png,22,16,0
10__M_Left_middle_finger.png,27,3,0
10__M_Left_middle_finger.png,18,8,0
10__M_Left_middle_finger.png,10,13,1
10__M_Left_middle_finger.png,10,13,0
10__M_Left_middle_finger.png,9,13,0
10__M_Left_middle_finger.png,7,9,1
10__M_Left_middle_finger.png,11,6,0
10__M_Left_middle_finger.png,10,3,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,31,10,0
10__M_Left_middle_finger.png,30,8,0
10__M_Left_middle_finger.png,10,16,2
10__M_Left_middle_finger.png,12,11,0
10__M_Left_middle_finger.png,9,14,1
10__M_Left_middle_finger.png,8,13,0
10__M_Left_middle_finger.png,9,8,1
10__M_Left_middle_finger.png,10,6,0
10__M_Left_middle_finger.png,11,3,0
10__M_Left_middle_finger.png,8,4,0
10__M_Left_middle_finger.png,48,0,0
10__M_Left_middle_finger.png,38,3,0
10__M_Left_middle_finger.png,26,15,0
10__M_Left_middle_finger.png,23,14,1
10__M_Left_middle_finger.png,17,10,0
10__M_Left_middle_finger.png,13,9,1
10__M_Left_middle_finger.png,7,8,0
10__M_Left_middle_finger.png,5,13,0
10__M_Left_middle_finger.png,7,11,0
10__M_Left_middle_finger.png,5,3,0
10__M_Left_middle_finger.png,7,1,0
10__M_Left_middle_finger.png,8,3,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,29,9,1
10__M_Left_middle_finger.png,23,6,0
10__M_Left_middle_finger.png,18,9,0
10__M_Left_middle_finger.png,22,7,0
10__M_Left_middle_finger.png,21,4,0
10__M_Left_middle_finger.png,6,7,1
10__M_Left_middle_finger.png,5,9,1
10__M_Left_middle_finger.png,7,2,0
10__M_Left_middle_finger.png,3,4,0
10__M_Left_middle_finger.png,5,0,0
10__M_Left_middle_finger.png,4,8,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,28,7,0
10__M_Left_middle_finger.png,26,4,0
10__M_Left_middle_finger.png,28,1,0
10__M_Left_middle_finger.png,8,19,0
10__M_Left_middle_finger.png,12,10,0
10__M_Left_middle_finger.png,7,8,1
10__M_Left_middle_finger.png,6,13,0
10__M_Left_middle_finger.png,9,8,1
10__M_Left_middle_finger.png,6,4,0
10__M_Left_middle_finger.png,5,4,0
10__M_Left_middle_finger.png,4,1,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,42,0,0
10__M_Left_middle_finger.png,19,12,1
10__M_Left_middle_finger.png,28,4,0
10__M_Left_middle_finger.png,22,5,0
10__M_Left_middle_finger.png,12,10,2
10__M_Left_middle_finger.png,8,9,0
10__M_Left_middle_finger.png,6,12,0
10__M_Left_middle_finger.png,8,10,0
10__M_Left_middle_finger.png,8,3,0
10__M_Left_middle_finger.png,7,2,1
10__M_Left_middle_finger.png,7,0,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,25,15,0
10__M_Left_middle_finger.png,23,12,0
10__M_Left_middle_finger.png,19,13,0
10__M_Left_middle_finger.png,13,15,1
10__M_Left_middle_finger.png,11,9,1
10__M_Left_middle_finger.png,6,13,0
10__M_Left_middle_finger.png,6,12,0
10__M_Left_middle_finger.png,9,12,1
10__M_Left_middle_finger.png,11,7,1
10__M_Left_middle_finger.png,6,4,0
10__M_Left_middle_finger.png,4,4,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,42,2,0
10__M_Left_middle_finger.png,14,18,0
10__M_Left_middle_finger.png,17,16,1
10__M_Left_middle_finger.png,12,15,0
10__M_Left_middle_finger.png,8,15,0
10__M_Left_middle_finger.png,7,13,0
10__M_Left_middle_finger.png,6,12,0
10__M_Left_middle_finger.png,7,7,0
10__M_Left_middle_finger.png,8,3,1
10__M_Left_middle_finger.png,7,10,0
10__M_Left_middle_finger.png,10,4,3
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,45,0,0
10__M_Left_middle_finger.png,18,16,0
10__M_Left_middle_finger.png,16,17,0
10__M_Left_middle_finger.png,15,15,0
10__M_Left_middle_finger.png,8,14,0
10__M_Left_middle_finger.png,11,13,2
10__M_Left_middle_finger.png,10,7,1
10__M_Left_middle_finger.png,5,14,1
10__M_Left_middle_finger.png,9,9,0
10__M_Left_middle_finger.png,7,7,1
10__M_Left_middle_finger.png,8,6,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,48,0,0
10__M_Left_middle_finger.png,25,11,0
10__M_Left_middle_finger.png,27,8,0
10__M_Left_middle_finger.png,17,15,0
10__M_Left_middle_finger.png,18,11,0
10__M_Left_middle_finger.png,16,10,0
10__M_Left_middle_finger.png,12,9,0
10__M_Left_middle_finger.png,8,9,1
10__M_Left_middle_finger.png,10,8,0
10__M_Left_middle_finger.png,5,11,1
10__M_Left_middle_finger.png,7,5,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,49,0,0
10__M_Left_middle_finger.png,40,7,0
10__M_Left_middle_finger.png,23,13,0
10__M_Left_middle_finger.png,24,11,0
10__M_Left_middle_finger.png,22,10,0
10__M_Left_middle_finger.png,14,11,0
10__M_Left_middle_finger.png,17,12,0
10__M_Left_middle_finger.png,14,11,0
10__M_Left_middle_finger.png,13,7,1
10__M_Left_middle_finger.png,12,5,0
10__M_Left_middle_finger.png,14,5,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,45,1,0
10__M_Left_ring_finger.png,39,1,0
10__M_Left_ring_finger.png,42,2,0
10__M_Left_ring_finger.png,37,4,0
10__M_Left_ring_finger.png,32,13,0
10__M_Left_ring_finger.png,37,8,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,41,3,0
10__M_Left_ring_finger.png,22,9,0
10__M_Left_ring_finger.png,16,9,2
10__M_Left_ring_finger.png,15,4,0
10__M_Left_ring_finger.png,9,12,0
10__M_Left_ring_finger.png,10,14,0
10__M_Left_ring_finger.png,17,8,0
10__M_Left_ring_finger.png,23,7,1
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,45,1,0
10__M_Left_ring_finger.png,37,5,0
10__M_Left_ring_finger.png,20,12,0
10__M_Left_ring_finger.png,17,13,0
10__M_Left_ring_finger.png,8,6,2
10__M_Left_ring_finger.png,10,12,0
10__M_Left_ring_finger.png,10,9,0
10__M_Left_ring_finger.png,8,13,0
10__M_Left_ring_finger.png,9,10,2
10__M_Left_ring_finger.png,10,9,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,25,13,1
10__M_Left_ring_finger.png,23,10,1
10__M_Left_ring_finger.png,22,9,0
10__M_Left_ring_finger.png,11,11,0
10__M_Left_ring_finger.png,10,12,0
10__M_Left_ring_finger.png,12,6,1
10__M_Left_ring_finger.png,10,7,0
10__M_Left_ring_finger.png,9,1,0
10__M_Left_ring_finger.png,7,4,0
10__M_Left_ring_finger.png,8,2,1
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,37,9,0
10__M_Left_ring_finger.png,20,17,0
10__M_Left_ring_finger.png,17,12,0
10__M_Left_ring_finger.png,10,9,2
10__M_Left_ring_finger.png,16,5,0
10__M_Left_ring_finger.png,9,2,1
10__M_Left_ring_finger.png,13,4,0
10__M_Left_ring_finger.png,6,5,0
10__M_Left_ring_finger.png,9,3,0
10__M_Left_ring_finger.png,6,0,0
10__M_Left_ring_finger.png,8,8,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,40,3,0
10__M_Left_ring_finger.png,17,9,1
10__M_Left_ring_finger.png,12,19,1
10__M_Left_ring_finger.png,15,5,1
10__M_Left_ring_finger.png,9,8,1
10__M_Left_ring_finger.png,7,1,0
10__M_Left_ring_finger.png,10,6,0
10__M_Left_ring_finger.png,5,0,0
10__M_Left_ring_finger.png,7,5,0
10__M_Left_ring_finger.png,6,6,1
10__M_Left_ring_finger.png,8,1,0
10__M_Left_ring_finger.png,47,0,0
10__M_Left_ring_finger.png,27,11,0
10__M_Left_ring_finger.png,25,12,0
10__M_Left_ring_finger.png,15,9,0
10__M_Left_ring_finger.png,11,11,0
10__M_Left_ring_finger.png,8,8,2
10__M_Left_ring_finger.png,8,4,1
10__M_Left_ring_finger.png,7,6,0
10__M_Left_ring_finger.png,12,3,0
10__M_Left_ring_finger.png,4,4,0
10__M_Left_ring_finger.png,5,0,0
10__M_Left_ring_finger.png,10,1,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,30,13,0
10__M_Left_ring_finger.png,28,9,0
10__M_Left_ring_finger.png,14,15,0
10__M_Left_ring_finger.png,14,12,0
10__M_Left_ring_finger.png,7,6,1
10__M_Left_ring_finger.png,11,4,0
10__M_Left_ring_finger.png,6,2,0
10__M_Left_ring_finger.png,9,0,0
10__M_Left_ring_finger.png,8,4,0
10__M_Left_ring_finger.png,8,1,0
10__M_Left_ring_finger.png,6,6,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,32,10,0
10__M_Left_ring_finger.png,17,16,1
10__M_Left_ring_finger.png,20,12,0
10__M_Left_ring_finger.png,8,12,0
10__M_Left_ring_finger.png,7,7,0
10__M_Left_ring_finger.png,8,5,0
10__M_Left_ring_finger.png,8,4,0
10__M_Left_ring_finger.png,7,6,0
10__M_Left_ring_finger.png,6,6,0
10__M_Left_ring_finger.png,6,8,0
10__M_Left_ring_finger.png,9,11,1
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,34,8,0
10__M_Left_ring_finger.png,11,21,1
10__M_Left_ring_finger.png,18,12,0
10__M_Left_ring_finger.png,18,8,0
10__M_Left_ring_finger.png,10,9,1
10__M_Left_ring_finger.png,10,5,1
10__M_Left_ring_finger.png,6,1,0
10__M_Left_ring_finger.png,8,2,0
10__M_Left_ring_finger.png,5,0,0
10__M_Left_ring_finger.png,11,2,0
10__M_Left_ring_finger.png,12,3,1
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,37,7,0
10__M_Left_ring_finger.png,25,9,0
10__M_Left_ring_finger.png,12,21,0
10__M_Left_ring_finger.png,9,16,0
10__M_Left_ring_finger.png,8,14,0
10__M_Left_ring_finger.png,7,12,1
10__M_Left_ring_finger.png,7,5,1
10__M_Left_ring_finger.png,4,7,0
10__M_Left_ring_finger.png,7,5,0
10__M_Left_ring_finger.png,12,2,0
10__M_Left_ring_finger.png,10,6,0
10__M_Left_ring_finger.png,49,0,0
10__M_Left_ring_finger.png,45,2,0
10__M_Left_ring_finger.png,35,6,0
10__M_Left_ring_finger.png,9,21,0
10__M_Left_ring_finger.png,10,15,2
10__M_Left_ring_finger.png,12,11,0
10__M_Left_ring_finger.png,12,12,0
10__M_Left_ring_finger.png,6,13,0
10__M_Left_ring_finger.png,12,8,0
10__M_Left_ring_finger.png,6,9,0
10__M_Left_ring_finger.png,14,5,0
10__M_Left_ring_finger.png,16,10,2
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,46,0,0
10__M_Left_thumb_finger.png,43,1,0
10__M_Left_thumb_finger.png,40,2,0
10__M_Left_thumb_finger.png,36,4,0
10__M_Left_thumb_finger.png,38,5,0
10__M_Left_thumb_finger.png,31,10,0
10__M_Left_thumb_finger.png,25,14,0
10__M_Left_thumb_finger.png,22,15,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,30,10,0
10__M_Left_thumb_finger.png,20,8,0
10__M_Left_thumb_finger.png,23,5,0
10__M_Left_thumb_finger.png,18,10,0
10__M_Left_thumb_finger.png,25,9,0
10__M_Left_thumb_finger.png,20,9,0
10__M_Left_thumb_finger.png,24,6,0
10__M_Left_thumb_finger.png,20,8,0
10__M_Left_thumb_finger.png,7,10,2
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,48,0,0
10__M_Left_thumb_finger.png,29,12,0
10__M_Left_thumb_finger.png,22,11,0
10__M_Left_thumb_finger.png,26,2,0
10__M_Left_thumb_finger.png,20,7,0
10__M_Left_thumb_finger.png,17,11,0
10__M_Left_thumb_finger.png,28,0,0
10__M_Left_thumb_finger.png,24,7,0
10__M_Left_thumb_finger.png,18,10,0
10__M_Left_thumb_finger.png,23,8,0
10__M_Left_thumb_finger.png,10,11,0
10__M_Left_thumb_finger.png,49,0,0
10__M_Left_thumb_finger.png,36,8,0
10__M_Left_thumb_finger.png,26,18,0
10__M_Left_thumb_finger.png,29,7,0
